Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Gender_encoded,Category_encoded,Size_encoded,Color_encoded,Season_encoded,Subscription Status_encoded,Shipping Type_encoded,Discount Applied_encoded,Promo Code Used_encoded,Payment Method_encoded,Frequency of Purchases_encoded
2935,38.66612798384808,Female,Gloves,Accessories,22.456793587314007,Idaho,M,Orange,Fall,4.6647470458998885,No,Next Day Air,No,No,41.4307408819839,Bank Transfer,Quarterly,0,0,1,14,0,0,3,0,0,0,5
2936,59.119788527822074,Female,Sneakers,Footwear,25.607446858533265,North Carolina,XL,Gray,Spring,4.484238144485454,No,Standard,No,No,10.962874552686142,Venmo,Weekly,0,2,3,7,1,0,4,0,0,5,6
2937,30.54074553997468,Female,Skirt,Clothing,35.098390387517945,Washington,M,White,Spring,3.6540143284375355,No,Express,No,No,46.453424753194525,PayPal,Weekly,0,1,1,23,1,0,1,0,0,4,6
2938,27.825455918229363,Female,Handbag,Accessories,36.9046448267175,West Virginia,M,White,Spring,4.2641791715742166,No,2-Day Shipping,No,No,14.789778817552222,Credit Card,Weekly,0,0,1,23,1,0,0,0,0,2,6
2939,26.753369923791166,Female,Sunglasses,Accessories,52.31580574307295,Maine,M,Violet,Fall,2.985230766852519,No,Standard,No,No,14.51955552795471,Cash,Monthly,0,0,1,22,0,0,4,0,0,1,4
2940,31.701573033737162,Female,Sweater,Clothing,45.69464824587073,Kentucky,M,Beige,Winter,4.247898651970498,No,Express,No,No,33.57846138600009,Venmo,Weekly,0,1,1,0,3,0,1,0,0,5,6
2941,61.757771743056935,Female,Handbag,Accessories,84.24703256124786,Massachusetts,L,Beige,Summer,4.83480593427621,No,Next Day Air,No,No,14.477174339054448,Cash,Monthly,0,0,0,0,2,0,3,0,0,1,4
2942,37.64528649714889,Female,Skirt,Clothing,85.33125388279471,Pennsylvania,L,Purple,Spring,3.7051363538442024,No,Free Shipping,No,No,27.16265363213161,PayPal,Monthly,0,1,0,17,1,0,2,0,0,4,4
2943,54.48700767848316,Female,Socks,Clothing,65.21440687079324,Hawaii,M,Brown,Summer,2.5704069165025896,No,Free Shipping,No,No,35.56701695257995,Bank Transfer,Weekly,0,1,1,3,2,0,2,0,0,0,6
2944,28.855145351826852,Female,Shirt,Clothing,42.992983127698864,Virginia,M,Orange,Spring,3.385953810202801,No,Standard,No,No,36.624223763391306,Credit Card,Monthly,0,1,1,14,1,0,4,0,0,2,4
2945,50.24640630694814,Female,Sneakers,Footwear,97.88917314969898,New York,XL,Cyan,Summer,3.960097537305359,No,Free Shipping,No,No,4.069971784797252,Venmo,Every 3 Months,0,2,3,5,2,0,2,0,0,5,2
2946,31.127319044945068,Female,Belt,Accessories,49.51733725920418,Delaware,M,Charcoal,Summer,4.797386881408351,No,Free Shipping,No,No,2.3330360092277735,Credit Card,Every 3 Months,0,0,1,4,2,0,2,0,0,2,2
2947,38.0647915149892,Female,Pants,Clothing,77.10894677389007,Hawaii,L,Purple,Spring,2.7934919147151525,No,Free Shipping,No,No,29.74308695555776,Bank Transfer,Quarterly,0,1,0,17,1,0,2,0,0,0,5
2948,49.725601656553295,Female,Jewelry,Accessories,63.56362796920288,Nebraska,L,Peach,Spring,4.366288055150728,No,Standard,No,No,49.334191352224906,Venmo,Annually,0,0,0,15,1,0,4,0,0,5,0
2949,60.85788800086137,Female,Pants,Clothing,85.99415626877833,Vermont,M,Violet,Winter,3.032152887859382,No,Standard,No,No,39.746914413928444,Debit Card,Bi-Weekly,0,1,1,22,3,0,4,0,0,3,1
2950,23.760221641337424,Female,Jewelry,Accessories,91.82408787278005,Iowa,M,Peach,Spring,3.7942688325435587,No,Store Pickup,No,No,14.977491115467789,PayPal,Annually,0,0,1,15,1,0,5,0,0,4,0
2951,22.91701345486274,Female,Jeans,Clothing,89.6739912487118,Iowa,S,Maroon,Winter,4.111655993152093,No,2-Day Shipping,No,No,44.90029413921392,Debit Card,Every 3 Months,0,1,2,12,3,0,0,0,0,3,2
2952,47.59112458026388,Female,Scarf,Accessories,98.10661980160384,Arkansas,L,Maroon,Fall,4.639377373959792,No,Free Shipping,No,No,13.165672383255801,Cash,Weekly,0,0,0,12,0,0,2,0,0,1,6
2953,50.35484702756548,Female,Belt,Accessories,24.03804124643902,Alabama,M,Peach,Spring,4.819478774247301,No,Next Day Air,No,No,3.2676718791863477,Debit Card,Monthly,0,0,1,15,1,0,3,0,0,3,4
2954,46.156541888124764,Female,Dress,Clothing,79.95755889338656,Maryland,M,Silver,Summer,4.759709017135793,No,Next Day Air,No,No,9.982610698231376,Credit Card,Annually,0,1,1,19,2,0,3,0,0,2,0
2955,32.27846337176597,Female,T-shirt,Clothing,28.026438372979356,South Dakota,M,Indigo,Winter,3.879202999097808,No,Express,No,No,12.652101271182838,Credit Card,Annually,0,1,1,9,3,0,1,0,0,2,0
2956,43.328659078491214,Female,Boots,Footwear,69.00430418120891,Vermont,M,Silver,Winter,2.5998753468420017,No,Free Shipping,No,No,47.52568094410101,Credit Card,Annually,0,2,1,19,3,0,2,0,0,2,0
2957,52.70881931485393,Female,Dress,Clothing,88.17918985548603,Montana,M,Olive,Fall,3.694806178066934,No,Standard,No,No,30.154969196616836,Venmo,Monthly,0,1,1,13,0,0,4,0,0,5,4
2958,68.82012821930581,Female,Jewelry,Accessories,69.65360828899948,South Dakota,S,Gray,Fall,4.695642189355674,No,Standard,No,No,1.3320776063681015,Cash,Annually,0,0,2,7,0,0,4,0,0,1,0
2959,55.86350223014429,Female,Skirt,Clothing,98.26841033974817,Ohio,M,Black,Summer,4.514614385371161,No,Standard,No,No,28.326955800814094,PayPal,Monthly,0,1,1,1,2,0,4,0,0,4,4
2960,37.158797140459924,Female,Handbag,Accessories,29.063383906338522,Texas,L,Maroon,Summer,4.667652043319654,No,Free Shipping,No,No,9.136766625986185,PayPal,Quarterly,0,0,0,12,2,0,2,0,0,4,5
2961,56.37305637009802,Female,Coat,Outerwear,47.022631229020504,Indiana,S,Olive,Spring,3.6334526706183206,No,Standard,No,No,47.44853512444777,Credit Card,Weekly,0,3,2,13,1,0,4,0,0,2,6
2962,32.53724087709786,Female,Hoodie,Clothing,45.18519992199129,New Hampshire,S,Gold,Fall,2.8155224263749683,No,Free Shipping,No,No,21.873712577491016,Debit Card,Bi-Weekly,0,1,2,6,0,0,2,0,0,3,1
2963,56.59777621791672,Female,Pants,Clothing,42.28812115687266,California,L,Pink,Fall,3.9885464417900094,No,Express,No,No,41.79057364063414,Credit Card,Every 3 Months,0,1,0,16,0,0,1,0,0,2,2
2964,51.19661527398694,Female,Boots,Footwear,97.30386322832908,Maine,M,Brown,Spring,3.657330341339785,No,Free Shipping,No,No,27.364442570743318,Credit Card,Weekly,0,2,1,3,1,0,2,0,0,2,6
2965,44.93000723763876,Female,Coat,Outerwear,24.98637195344396,Ohio,S,White,Fall,3.855737033632246,No,2-Day Shipping,No,No,13.597948606751869,Venmo,Fortnightly,0,3,2,23,0,0,0,0,0,5,3
2966,47.80317243177088,Female,Scarf,Accessories,46.21978049639433,Delaware,M,Blue,Summer,4.433408046820015,No,Standard,No,No,25.579570103523082,PayPal,Fortnightly,0,0,1,2,2,0,4,0,0,4,3
2967,52.26803753620274,Female,Boots,Footwear,50.29568830551082,Oklahoma,L,Orange,Fall,2.6919020387886365,No,Store Pickup,No,No,38.07276714145384,Debit Card,Every 3 Months,0,2,0,14,0,0,5,0,0,3,2
2968,33.56631653807325,Female,Sneakers,Footwear,35.04611299874133,Indiana,L,Silver,Summer,3.45654382486747,No,Free Shipping,No,No,41.57296989646678,Venmo,Annually,0,2,0,19,2,0,2,0,0,5,0
2969,24.615650652085122,Female,Sweater,Clothing,47.376824751930236,South Carolina,S,Gray,Fall,4.928461209268034,No,Express,No,No,24.68373644943101,Cash,Every 3 Months,0,1,2,7,0,0,1,0,0,1,2
2970,36.20534606735918,Female,Belt,Accessories,60.4350087221935,Vermont,S,Blue,Fall,4.371851782019935,No,Next Day Air,No,No,19.349981962407348,Cash,Every 3 Months,0,0,2,2,0,0,3,0,0,1,2
2971,22.5459606013722,Female,Jewelry,Accessories,74.48412621657377,Kansas,M,White,Winter,3.4443150186015834,No,Free Shipping,No,No,44.30201095929426,Credit Card,Bi-Weekly,0,0,1,23,3,0,2,0,0,2,1
2972,29.947812081349873,Female,Handbag,Accessories,99.78895061599488,Utah,L,Yellow,Fall,3.9565222516912435,No,Next Day Air,No,No,8.512454414944356,PayPal,Every 3 Months,0,0,0,24,0,0,3,0,0,4,2
2973,29.95956135464567,Female,Jacket,Outerwear,37.4023700628676,New York,S,Indigo,Fall,4.231465632463526,No,Free Shipping,No,No,11.357939462417686,Venmo,Every 3 Months,0,3,2,9,0,0,2,0,0,5,2
2974,26.51108384392866,Female,Boots,Footwear,64.46127447521008,Indiana,M,Blue,Summer,2.748298241893191,No,Store Pickup,No,No,2.398271272992956,Bank Transfer,Fortnightly,0,2,1,2,2,0,5,0,0,0,3
2975,57.692981491232274,Female,Sneakers,Footwear,97.40553202985537,Tennessee,XL,Peach,Summer,4.171411845845795,No,Store Pickup,No,No,33.710882481998574,Credit Card,Weekly,0,2,3,15,2,0,5,0,0,2,6
2976,61.08041301031482,Female,Scarf,Accessories,66.93627512208043,Georgia,XL,Lavender,Winter,4.507755072204569,No,2-Day Shipping,No,No,49.36586041128377,Cash,Every 3 Months,0,0,3,10,3,0,0,0,0,1,2
2977,30.960896596551184,Female,Coat,Outerwear,97.65212581093203,Nebraska,M,Silver,Summer,2.7436966307785857,No,Express,No,No,27.707021434475468,Cash,Fortnightly,0,3,1,19,2,0,1,0,0,1,3
2978,37.35647871714741,Female,Shorts,Clothing,46.13192780757055,Washington,L,Gold,Winter,3.388989474450866,No,Standard,No,No,19.42294458754825,Venmo,Annually,0,1,0,6,3,0,4,0,0,5,0
2979,53.413250554495015,Female,Shorts,Clothing,55.643974053278136,Idaho,S,Cyan,Spring,3.9139643967235256,No,Free Shipping,No,No,49.8456471497424,Bank Transfer,Fortnightly,0,1,2,5,1,0,2,0,0,0,3
2980,31.151931748965715,Female,Jeans,Clothing,89.07408507498658,Louisiana,L,Olive,Fall,2.6026818098203557,No,Next Day Air,No,No,13.240773269240066,PayPal,Weekly,0,1,0,13,0,0,3,0,0,4,6
2981,70.20075544591212,Female,Gloves,Accessories,93.22130193592004,New Jersey,L,Teal,Fall,4.355359194042882,No,2-Day Shipping,No,No,8.499448120902041,Bank Transfer,Monthly,0,0,0,20,0,0,0,0,0,0,4
2982,21.967471462706534,Female,Pants,Clothing,35.94760275735476,Delaware,L,Pink,Winter,4.841589607788536,No,Standard,No,No,37.41648253382077,Venmo,Annually,0,1,0,16,3,0,4,0,0,5,0
2983,33.55697194689832,Female,Dress,Clothing,44.13728053743191,Wisconsin,M,Orange,Summer,3.5734581193944788,No,Store Pickup,No,No,4.67786736510446,Credit Card,Weekly,0,1,1,14,2,0,5,0,0,2,6
2984,60.21953954177662,Female,Pants,Clothing,43.776302566560624,West Virginia,M,Charcoal,Winter,2.8289260748855267,No,2-Day Shipping,No,No,1.8816187594771197,Credit Card,Quarterly,0,1,1,4,3,0,0,0,0,2,5
2985,43.74165759090685,Female,Gloves,Accessories,32.21337804877932,Texas,L,Red,Spring,4.3565937698813135,No,2-Day Shipping,No,No,35.46023963299042,Debit Card,Bi-Weekly,0,0,0,18,1,0,0,0,0,3,1
2986,45.27000051991678,Female,Belt,Accessories,35.035607804607814,Hawaii,S,Teal,Summer,3.0328233317749054,No,Express,No,No,21.43053059506558,Cash,Bi-Weekly,0,0,2,20,2,0,1,0,0,1,1
2987,61.906694647782196,Female,Belt,Accessories,83.25285099473986,Arizona,S,Silver,Summer,3.337867677355228,No,2-Day Shipping,No,No,15.66330382491032,Credit Card,Monthly,0,0,2,19,2,0,0,0,0,2,4
2988,63.07099843519135,Female,Skirt,Clothing,38.13688790439711,Louisiana,L,Black,Winter,2.4971059021389665,No,Store Pickup,No,No,41.562500862623814,Cash,Monthly,0,1,0,1,3,0,5,0,0,1,4
2989,68.14061630625852,Female,Socks,Clothing,54.250525063723614,Nevada,S,Pink,Spring,4.937614040002079,No,2-Day Shipping,No,No,31.869148283623844,Debit Card,Monthly,0,1,2,16,1,0,0,0,0,3,4
2990,47.83378939948788,Female,Belt,Accessories,19.885484923587118,Rhode Island,XL,Teal,Summer,4.283698031730038,No,2-Day Shipping,No,No,5.603025942751938,Credit Card,Weekly,0,0,3,20,2,0,0,0,0,2,6
2991,70.1530348873584,Female,Shirt,Clothing,92.19632354332498,Illinois,M,Teal,Fall,4.190733351239175,No,Free Shipping,No,No,24.20096283108565,Venmo,Monthly,0,1,1,20,0,0,2,0,0,5,4
2992,66.4578384011233,Female,Dress,Clothing,75.17661837017012,Utah,L,Green,Summer,3.8821999834603513,No,Standard,No,No,7.112383803296456,PayPal,Bi-Weekly,0,1,0,8,2,0,4,0,0,4,1
2993,41.05477534942068,Female,Socks,Clothing,62.52715679076361,North Dakota,M,Charcoal,Spring,3.9019586855193102,No,Store Pickup,No,No,24.226533874910867,Venmo,Weekly,0,1,1,4,1,0,5,0,0,5,6
2994,31.838640658832247,Female,Jacket,Outerwear,21.532368156460024,Kansas,L,Indigo,Spring,4.215807745127769,No,Free Shipping,No,No,18.697863220381105,Cash,Bi-Weekly,0,3,0,9,1,0,2,0,0,1,1
2995,68.27618075887104,Female,Sweater,Clothing,98.16261556831883,Nevada,S,White,Winter,3.5305474469224922,No,Store Pickup,No,No,14.404722410079916,Bank Transfer,Quarterly,0,1,2,23,3,0,5,0,0,0,5
2996,29.05891459454972,Female,Jeans,Clothing,95.36234449047711,Virginia,M,Orange,Summer,2.4900402104066686,No,Standard,No,No,40.565190545269694,Debit Card,Bi-Weekly,0,1,1,14,2,0,4,0,0,3,1
2997,70.19598973634866,Female,Jewelry,Accessories,90.14763283726793,Utah,M,White,Spring,2.831824204072058,No,Express,No,No,6.200396875948733,Venmo,Every 3 Months,0,0,1,23,1,0,1,0,0,5,2
2998,40.05579076868834,Female,Sweater,Clothing,38.66779322875203,Idaho,S,Yellow,Spring,2.6827075980552304,No,Next Day Air,No,No,13.441637802157636,Venmo,Every 3 Months,0,1,2,24,1,0,3,0,0,5,2
2999,31.25410088247238,Female,Hoodie,Clothing,52.95113188913379,Alaska,M,Red,Summer,4.7015653191765825,No,Express,No,No,30.792479213658325,Debit Card,Quarterly,0,1,1,18,2,0,1,0,0,3,5
3000,30.88194420885996,Female,Sunglasses,Accessories,46.25493377624663,New Hampshire,S,Charcoal,Winter,3.84379014654439,No,Standard,No,No,8.95590638183313,Cash,Monthly,0,0,2,4,3,0,4,0,0,1,4
3001,55.54934232630528,Female,Sandals,Footwear,71.12054180655416,Ohio,M,Lavender,Winter,3.6796661534749338,No,Express,No,No,6.7424966306911,PayPal,Weekly,0,2,1,10,3,0,1,0,0,4,6
3002,28.34578091324481,Female,Coat,Outerwear,29.065095687327133,Montana,L,Charcoal,Summer,4.718354771989738,No,Express,No,No,28.26151070014554,Credit Card,Quarterly,0,3,0,4,2,0,1,0,0,2,5
3003,69.68550284935014,Female,Belt,Accessories,29.49994958260687,Louisiana,M,Maroon,Fall,3.610388378588215,No,Next Day Air,No,No,19.03925305156337,Bank Transfer,Quarterly,0,0,1,12,0,0,3,0,0,0,5
3004,52.43535891466227,Female,Blouse,Clothing,52.44826821425846,Oregon,M,Brown,Fall,2.8015721281683357,No,Express,No,No,13.551127671729223,Credit Card,Every 3 Months,0,1,1,3,0,0,1,0,0,2,2
3005,45.42319156226739,Female,Skirt,Clothing,78.56541606302186,Arizona,M,Lavender,Winter,3.733323459621172,No,Store Pickup,No,No,21.90315837532709,Venmo,Fortnightly,0,1,1,10,3,0,5,0,0,5,3
3006,16.984527250511537,Female,Shorts,Clothing,65.3403303788362,Alaska,XL,Brown,Spring,3.4763345229250087,No,Express,No,No,6.193270659780213,Venmo,Weekly,0,1,3,3,1,0,1,0,0,5,6
3007,37.369572009517704,Female,Dress,Clothing,97.62235216036355,Utah,M,Olive,Summer,3.6794019171250603,No,Store Pickup,No,No,17.379341530905695,Venmo,Bi-Weekly,0,1,1,13,2,0,5,0,0,5,1
3008,21.823461834070297,Female,Sunglasses,Accessories,59.57632019187967,New York,L,Lavender,Winter,2.9995738179497677,No,Next Day Air,No,No,31.982200960989065,Venmo,Weekly,0,0,0,10,3,0,3,0,0,5,6
3009,39.823256034958455,Female,Shoes,Footwear,84.98265189902487,New Mexico,M,Gold,Winter,4.877075623439677,No,Free Shipping,No,No,19.63151285769794,PayPal,Weekly,0,2,1,6,3,0,2,0,0,4,6
3010,61.641766493373815,Female,Belt,Accessories,71.9460164671509,Louisiana,M,Silver,Winter,4.618192499630538,No,Free Shipping,No,No,7.99161336116123,Venmo,Fortnightly,0,0,1,19,3,0,2,0,0,5,3
3011,69.92880096571106,Female,Belt,Accessories,42.5030174691173,Ohio,M,Violet,Winter,3.274459770044639,No,Free Shipping,No,No,14.072351385164135,Credit Card,Annually,0,0,1,22,3,0,2,0,0,2,0
3012,21.00810853409955,Female,Belt,Accessories,71.58508601876822,Nevada,S,Brown,Summer,3.008104211823785,No,Next Day Air,No,No,17.59291383251439,Credit Card,Every 3 Months,0,0,2,3,2,0,3,0,0,2,2
3013,41.021267265475934,Female,Belt,Accessories,64.1874849737814,Idaho,M,Teal,Fall,3.496412698883013,No,Standard,No,No,17.148231021812144,PayPal,Annually,0,0,1,20,0,0,4,0,0,4,0
3014,39.93766003393574,Female,Skirt,Clothing,56.37684948099585,Arizona,L,Peach,Summer,4.207696743963963,No,Store Pickup,No,No,14.000779652373868,Cash,Monthly,0,1,0,15,2,0,5,0,0,1,4
3015,23.55624306150206,Female,T-shirt,Clothing,66.26491012641411,Utah,M,Maroon,Spring,4.483536136217364,No,Express,No,No,37.552428076591305,PayPal,Every 3 Months,0,1,1,12,1,0,1,0,0,4,2
3016,37.789561946231835,Female,Scarf,Accessories,19.47802606851047,Wyoming,XL,Lavender,Spring,2.7878568613761425,No,Express,No,No,24.964180260439335,Bank Transfer,Bi-Weekly,0,0,3,10,1,0,1,0,0,0,1
3017,28.844720457109077,Female,Blouse,Clothing,24.711870991073877,Indiana,L,Lavender,Summer,4.903438201404416,No,Store Pickup,No,No,30.84636223930108,Bank Transfer,Quarterly,0,1,0,10,2,0,5,0,0,0,5
3018,55.846487065987084,Female,Sunglasses,Accessories,74.03034187013725,Wisconsin,S,Purple,Summer,3.307236518571331,No,Next Day Air,No,No,23.792176018164756,Cash,Bi-Weekly,0,0,2,17,2,0,3,0,0,1,1
3019,42.65694807251182,Female,Boots,Footwear,43.072211701198924,Texas,M,Green,Summer,2.999849524616732,No,Free Shipping,No,No,20.81957519048496,Debit Card,Bi-Weekly,0,2,1,8,2,0,2,0,0,3,1
3020,19.41953236948686,Female,Jacket,Outerwear,43.96269800420513,Utah,M,Yellow,Winter,3.9610709712877106,No,2-Day Shipping,No,No,15.381793600317724,PayPal,Annually,0,3,1,24,3,0,0,0,0,4,0
3021,23.912654376753856,Female,Jeans,Clothing,81.30459972630536,Arkansas,S,Charcoal,Fall,2.7645205808096773,No,Store Pickup,No,No,48.632937640469684,Venmo,Every 3 Months,0,1,2,4,0,0,5,0,0,5,2
3022,64.64782161529142,Female,Sunglasses,Accessories,76.25339657917935,Pennsylvania,S,Blue,Summer,4.4977007888656955,No,2-Day Shipping,No,No,47.71534907565995,Cash,Quarterly,0,0,2,2,2,0,0,0,0,1,5
3023,57.68715966014987,Female,Sandals,Footwear,26.51168717759985,Georgia,M,Lavender,Fall,3.9436465496847752,No,Free Shipping,No,No,23.321960786857737,PayPal,Weekly,0,2,1,10,0,0,2,0,0,4,6
3024,50.87740241300462,Female,Backpack,Accessories,30.151218968787756,Indiana,M,Brown,Summer,2.9133246621831423,No,Express,No,No,2.6992020133011203,PayPal,Quarterly,0,0,1,3,2,0,1,0,0,4,5
3025,65.57828682285549,Female,Blouse,Clothing,79.5947199418843,Idaho,S,White,Spring,3.9600617493744563,No,Free Shipping,No,No,46.753532237682585,Credit Card,Every 3 Months,0,1,2,23,1,0,2,0,0,2,2
3026,39.70457678418251,Female,Shoes,Footwear,58.43594563366787,Montana,XL,Green,Summer,3.390033392269508,No,Store Pickup,No,No,8.664373675345928,PayPal,Monthly,0,2,3,8,2,0,5,0,0,4,4
3027,55.144794413898815,Female,Shirt,Clothing,70.02496315684164,Tennessee,L,Magenta,Fall,2.4866759520973885,No,Free Shipping,No,No,6.270317800428655,Credit Card,Annually,0,1,0,11,0,0,2,0,0,2,0
3028,52.3415766870766,Female,Hoodie,Clothing,24.661387838213486,West Virginia,XL,Peach,Winter,2.8100590316551304,No,2-Day Shipping,No,No,47.2656967672727,Credit Card,Quarterly,0,1,3,15,3,0,0,0,0,2,5
3029,61.61235346378378,Female,Dress,Clothing,98.92037747189502,California,L,Charcoal,Summer,2.980203926676008,No,Free Shipping,No,No,7.25967691844671,PayPal,Every 3 Months,0,1,0,4,2,0,2,0,0,4,2
3030,64.02618823775731,Female,Dress,Clothing,80.72814427645962,Georgia,M,Gold,Summer,3.078681423902416,No,Free Shipping,No,No,1.300052069980171,Debit Card,Quarterly,0,1,1,6,2,0,2,0,0,3,5
3031,41.1079269997708,Female,Sneakers,Footwear,23.074088221627957,Maryland,XL,Purple,Spring,2.6514196578554485,No,2-Day Shipping,No,No,21.27854400122991,Credit Card,Weekly,0,2,3,17,1,0,0,0,0,2,6
3032,60.49948143008099,Female,Blouse,Clothing,75.00971668114101,Idaho,L,Teal,Summer,4.910190661371253,No,2-Day Shipping,No,No,29.826978110610817,Credit Card,Monthly,0,1,0,20,2,0,0,0,0,2,4
3033,26.344838708305836,Female,Backpack,Accessories,58.292891934695135,California,XL,Green,Summer,3.4799081290003047,No,Next Day Air,No,No,23.972627875799944,Credit Card,Quarterly,0,0,3,8,2,0,3,0,0,2,5
3034,21.2530837962496,Female,Sweater,Clothing,55.98856220788596,Alabama,L,Orange,Spring,2.5910173600873327,No,Store Pickup,No,No,9.925696221919281,PayPal,Weekly,0,1,0,14,1,0,5,0,0,4,6
3035,51.04485039034601,Female,Boots,Footwear,38.04024926829549,Utah,L,Peach,Spring,3.558922037691553,No,2-Day Shipping,No,No,25.03443681379233,Credit Card,Quarterly,0,2,0,15,1,0,0,0,0,2,5
3036,69.33979266922175,Female,Handbag,Accessories,64.56879775836491,Kentucky,M,Gold,Spring,4.49157847745806,No,Free Shipping,No,No,16.810632195158515,Cash,Bi-Weekly,0,0,1,6,1,0,2,0,0,1,1
3037,49.739532624875864,Female,Hoodie,Clothing,59.71200009485075,Vermont,S,Violet,Spring,4.275316217869438,No,Next Day Air,No,No,7.310677593683591,Venmo,Fortnightly,0,1,2,22,1,0,3,0,0,5,3
3038,51.12961714951913,Female,Belt,Accessories,43.455758966467016,Iowa,L,Charcoal,Summer,4.77546950649122,No,Next Day Air,No,No,1.4193522345867111,Cash,Annually,0,0,0,4,2,0,3,0,0,1,0
3039,55.267957935390626,Female,Jewelry,Accessories,38.49152924836492,Georgia,M,Brown,Summer,4.180335154329074,No,Free Shipping,No,No,35.12104727688378,Debit Card,Annually,0,0,1,3,2,0,2,0,0,3,0
3040,58.84289702746727,Female,Blouse,Clothing,46.460143983367466,Alabama,L,Blue,Spring,3.178710358418391,No,Next Day Air,No,No,30.397439992000603,PayPal,Bi-Weekly,0,1,0,2,1,0,3,0,0,4,1
3041,18.463995839293187,Female,Handbag,Accessories,31.492303563022528,Nebraska,M,Gold,Fall,4.054174350860712,No,Express,No,No,10.391881325573424,Cash,Fortnightly,0,0,1,6,0,0,1,0,0,1,3
3042,48.119359014724104,Female,Handbag,Accessories,80.14180012761565,Rhode Island,M,Orange,Winter,3.959741112157143,No,Express,No,No,27.909274059527,PayPal,Monthly,0,0,1,14,3,0,1,0,0,4,4
3043,52.554013672111935,Female,Coat,Outerwear,28.5385282607941,South Dakota,L,Turquoise,Winter,2.8703010913912195,No,Next Day Air,No,No,14.348847468327255,PayPal,Every 3 Months,0,3,0,21,3,0,3,0,0,4,2
3044,45.17048954760121,Female,Belt,Accessories,99.13651614747381,Illinois,S,Peach,Fall,2.6211848329738325,No,Store Pickup,No,No,17.45654593111171,Credit Card,Monthly,0,0,2,15,0,0,5,0,0,2,4
3045,21.54337460411246,Female,Boots,Footwear,64.87658330313643,North Carolina,M,Magenta,Winter,2.6863474578666957,No,Free Shipping,No,No,10.341707213399305,Bank Transfer,Quarterly,0,2,1,11,3,0,2,0,0,0,5
3046,40.44126676502919,Female,Socks,Clothing,38.28189669821373,Florida,L,Black,Winter,4.5925813036049155,No,2-Day Shipping,No,No,4.073194320363638,PayPal,Bi-Weekly,0,1,0,1,3,0,0,0,0,4,1
3047,60.88133610738996,Female,Shoes,Footwear,46.82412281822537,Pennsylvania,M,White,Spring,3.245483300969422,No,Store Pickup,No,No,25.503432205921836,Cash,Every 3 Months,0,2,1,23,1,0,5,0,0,1,2
3048,20.744318804603846,Female,Sneakers,Footwear,75.06291715916174,Vermont,M,Violet,Fall,4.146375683249498,No,2-Day Shipping,No,No,1.2527824034002322,PayPal,Bi-Weekly,0,2,1,22,0,0,0,0,0,4,1
3049,69.32353380412306,Female,Jewelry,Accessories,92.56472893499904,Colorado,M,Olive,Summer,3.889896783967285,No,Standard,No,No,47.08024536581406,Venmo,Fortnightly,0,0,1,13,2,0,4,0,0,5,3
3050,40.91036196492779,Female,Handbag,Accessories,60.831444505307566,Utah,L,Red,Summer,2.9774080580585895,No,Next Day Air,No,No,40.24519186155313,Bank Transfer,Bi-Weekly,0,0,0,18,2,0,3,0,0,0,1
3051,29.957007499799168,Female,Coat,Outerwear,74.42305434419956,Kentucky,S,Green,Spring,3.5690437644146638,No,Standard,No,No,28.84002995132989,Venmo,Every 3 Months,0,3,2,8,1,0,4,0,0,5,2
3052,43.46055563625598,Female,Sunglasses,Accessories,65.38607077229547,Wyoming,L,Gold,Summer,4.62480909056019,No,Express,No,No,48.89370144430172,Debit Card,Every 3 Months,0,0,0,6,2,0,1,0,0,3,2
3053,47.780593499497186,Female,Shoes,Footwear,36.266210044556075,Maine,XL,Olive,Spring,4.492669200458729,No,Store Pickup,No,No,7.022355545249593,Bank Transfer,Fortnightly,0,2,3,13,1,0,5,0,0,0,3
3054,31.404049923688646,Female,Shoes,Footwear,90.20888710663041,Maine,L,Brown,Winter,3.186159177104148,No,Next Day Air,No,No,20.91280191210565,Bank Transfer,Monthly,0,2,0,3,3,0,3,0,0,0,4
3055,43.31921013035061,Female,Boots,Footwear,68.81876022449563,New Hampshire,S,Magenta,Summer,4.870861743419941,No,2-Day Shipping,No,No,34.734514156538054,Venmo,Monthly,0,2,2,11,2,0,0,0,0,5,4
3056,26.348528101073175,Female,Sandals,Footwear,19.923813045311494,Kansas,M,Violet,Fall,4.972437367937475,No,Standard,No,No,5.453154393827328,Debit Card,Bi-Weekly,0,2,1,22,0,0,4,0,0,3,1
3057,68.57757364183227,Female,Gloves,Accessories,59.111872882200316,New Jersey,M,Beige,Spring,3.8114616489266515,No,Standard,No,No,15.402314788479858,Cash,Bi-Weekly,0,0,1,0,1,0,4,0,0,1,1
3058,67.15541322073584,Female,Backpack,Accessories,24.13749703158235,North Carolina,M,Blue,Spring,3.3528926551826697,No,Next Day Air,No,No,25.412707854413537,Bank Transfer,Weekly,0,0,1,2,1,0,3,0,0,0,6
3059,40.0859101969011,Female,Handbag,Accessories,77.15626839225277,West Virginia,S,Orange,Winter,3.8356273827678447,No,Store Pickup,No,No,2.441156416166089,Bank Transfer,Fortnightly,0,0,2,14,3,0,5,0,0,0,3
